district,month,category,unit_qty,unit_price,unit_total_cost
District 20,October,Office supplies,7,2.9400001,20.58
District 20,October,Food,3,1.01,3.03
District 20,October,Food,1,1.1,1.1
District 20,October,Office supplies,1,.88999999,.88999999
District 20,October,Office supplies,19,2.6199999,49.779999
District 20,October,Office supplies,20,1.13,22.6
District 20,October,Food,10,2.72,27.200001
District 20,October,Office supplies,8,1.74,13.92
District 20,October,Food,11,2.4200001,26.620001
District 20,November,Mentors,2,5,10
District 20,November,Office supplies,8,.67000002,5.3600001
District 20,November,Food,2,1.1900001,2.3800001
District 20,November,Office supplies,12,1.3,15.599999
District 20,November,Food,13,2.1099999,27.429998
District 20,November,Office supplies,14,.81,11.34
District 20,November,Office supplies,10,1.3,13
District 20,November,Food,8,2.1900001,17.52
District 20,November,Office supplies,17,.20999999,3.5699999
District 20,November,Office supplies,14,.80000001,11.2
District 20,November,Food,14,2.53,35.419998
District 20,November,Food,4,.14,.56
District 20,November,Food,6,1.83,10.98
District 20,November,Office supplies,6,1.49,8.9400005
District 20,November,Food,10,2.0599999,20.599998
District 20,November,Food,7,1.4400001,10.08
District 20,November,Office supplies,10,1.61,16.1
District 20,November,Office supplies,17,2.7,45.900002
District 20,November,Office supplies,8,.89999998,7.1999998
District 20,November,Food,13,.44,5.7199998
District 20,November,Food,17,2.72,46.240002
District 20,December,Mentors,2,5,10
District 20,December,Food,9,2.0899999,18.809999
District 20,December,Food,2,2.03,4.0599999
District 20,December,Food,11,.95999998,10.559999
District 20,December,Office supplies,17,2.6300001,44.710003
District 20,December,Office supplies,8,.87,6.96
District 20,December,Food,9,2.8099999,25.289999
District 20,December,Food,1,.51999998,.51999998
District 20,December,Office supplies,8,1.35,10.8
District 20,December,Food,1,.46000001,.46000001
District 20,December,Food,19,.22,4.1799998
District 20,December,Office supplies,3,.80000001,2.4000001
District 20,December,Office supplies,9,1.55,13.95
District 20,December,Food,15,1.2,18
District 20,December,Office supplies,6,.19,1.14
District 20,December,Food,10,1.04,10.4
District 20,December,Food,15,2.29,34.349998
District 3,January,Mentors,2,5,10
District 3,January,Food,19,.98000002,18.620001
District 3,January,Food,3,1.6900001,5.0700002
District 3,January,Office supplies,12,1.8099999,21.719999
District 3,January,Food,19,.029999999,.56999999
District 3,January,Office supplies,20,2.8299999,56.599998
District 3,January,Food,16,1.5599999,24.959999
District 3,January,Office supplies,15,2.6800001,40.200001
District 3,January,Office supplies,19,1.65,31.35
District 3,January,Office supplies,12,1.8099999,21.719999
District 3,January,Food,18,.38,6.8400002
District 3,January,Food,16,.41999999,6.7199998
District 3,January,Office supplies,9,3,27
District 3,January,Food,6,.81999999,4.9200001
District 3,January,Food,19,1.16,22.039999
District 3,January,Food,5,2.79,13.95
District 3,January,Office supplies,13,1.91,24.83
District 3,January,Food,6,2.8099999,16.860001
District 3,January,Office supplies,19,.33000001,6.2700005
District 3,January,Office supplies,6,2.6600001,15.960001
District 3,January,Food,19,2.3699999,45.029999
District 3,January,Office supplies,9,2.0599999,18.539999
District 3,January,Office supplies,15,1.5700001,23.550001
District 3,January,Office supplies,3,.86000001,2.5799999
District 3,February,Mentors,2,5,10
District 3,February,Office supplies,9,2.3299999,20.969999
District 3,February,Food,5,1.39,6.9499998
District 3,February,Office supplies,13,2.8599999,37.18
District 3,February,Food,13,.77999997,10.139999
District 3,February,Food,10,2.6199999,26.199999
District 3,February,Office supplies,10,2.26,22.6
District 3,February,Office supplies,11,1.51,16.610001
District 3,February,Office supplies,18,.13,2.3399999
District 3,February,Office supplies,14,.18000001,2.52
District 3,February,Food,20,.23999999,4.7999997
District 3,February,Office supplies,7,1.09,7.6300001
District 3,February,Office supplies,5,.99000001,4.9499998
District 3,February,Office supplies,20,2.0799999,41.599998
District 3,February,Food,15,2.49,37.349998
District 3,February,Office supplies,1,.17,.17
District 3,February,Food,20,1.4400001,28.800001
District 3,March,Mentors,2,5,10
District 3,March,Food,4,2.1099999,8.4399996
District 3,March,Office supplies,3,2.3,6.8999996
District 3,March,Food,1,.34999999,.34999999
District 3,March,Food,15,1.13,16.950001
District 3,March,Food,13,1.5700001,20.41
District 3,March,Office supplies,8,1.66,13.28
District 3,March,Food,12,2.1500001,25.800001
District 3,March,Food,12,1.21,14.52
District 3,March,Office supplies,3,2.4000001,7.2000003
District 3,March,Food,5,1.88,9.3999996
District 3,March,Food,4,.63,2.52
District 3,March,Food,12,1.38,16.559999
District 3,March,Food,15,1.53,22.949999
District 3,March,Office supplies,18,.38,6.8400002
District 3,March,Food,18,2.8800001,51.840004
District 3,March,Office supplies,7,2.76,19.32
District 3,March,Food,1,2.75,2.75
District 3,March,Office supplies,18,.99000001,17.82
District 3,March,Office supplies,12,.19,2.28
District 3,March,Food,13,2.6500001,34.450001
District 3,March,Food,7,1.36,9.5200005
District 3,March,Office supplies,2,1.88,3.76
District 3,April,Mentors,2,5,10
District 3,April,Food,7,1.36,9.5200005
District 3,April,Office supplies,5,.58999997,2.9499998
District 3,April,Office supplies,12,.87,10.440001
District 3,April,Food,5,2.0999999,10.5
District 3,April,Food,6,1.24,7.4400001
District 3,April,Office supplies,12,.38,4.5599999
District 3,April,Office supplies,1,.0099999998,.0099999998
District 3,April,Office supplies,5,1.34,6.7000003
District 3,April,Food,1,2.1400001,2.1400001
District 3,April,Office supplies,6,.37,2.22
District 3,April,Food,19,2.53,48.07
District 3,April,Office supplies,13,1.86,24.18
District 3,April,Food,2,2.0999999,4.1999998
District 3,April,Office supplies,19,1.23,23.370001
District 3,April,Office supplies,19,.81999999,15.58
District 3,April,Food,19,2.8599999,54.339996
District 3,April,Office supplies,10,2.1700001,21.700001
District 3,April,Office supplies,8,2.4200001,19.360001
District 3,May,Mentors,2,5,10
District 3,May,Food,17,2.8599999,48.619999
District 3,May,Food,18,2.4100001,43.380001
District 3,May,Food,12,2.8199999,33.84
District 3,May,Food,18,.81999999,14.76
District 3,May,Food,15,1.03,15.45
District 3,May,Office supplies,10,.55000001,5.5
District 3,May,Office supplies,6,.1,.60000002
District 3,May,Food,5,1.34,6.7000003
District 3,May,Food,14,2.96,41.440002
District 3,May,Office supplies,13,2.4200001,31.460001
District 3,May,Office supplies,15,.17,2.55
District 3,May,Office supplies,12,2.9100001,34.920002
District 3,May,Office supplies,11,1.53,16.83
District 3,May,Food,4,.34999999,1.4
District 3,May,Food,2,1.4,2.8
District 3,May,Office supplies,13,2.54,33.02
District 3,May,Food,15,1.27,19.049999
District 3,May,Office supplies,11,.64999998,7.1499996
District 3,May,Office supplies,8,.97000003,7.7600002
District 3,May,Food,3,1.27,3.8099999
District 3,May,Food,17,.25999999,4.4200001
District 3,May,Office supplies,12,2.98,35.760002
District 3,May,Food,18,.43000001,7.7400002
District 3,May,Office supplies,4,1.47,5.8800001
District 3,May,Office supplies,20,.44,8.8000002
District 3,May,Food,7,1.52,10.639999
District 3,June,Mentors,2,5,10
District 3,June,Office supplies,4,1.2,4.8000002
District 3,June,Food,3,1.49,4.4700003
District 3,June,Food,17,1.8,30.599998
District 3,June,Food,19,1.66,31.539999
District 3,June,Office supplies,7,2.4100001,16.870001
District 3,June,Food,9,2.5799999,23.219999
District 3,June,Food,7,2.8599999,20.019999
District 3,June,Food,14,2.26,31.639999
District 3,June,Food,7,.89999998,6.2999997
District 3,June,Food,11,1.66,18.26
District 3,June,Food,5,1.04,5.1999998
District 3,June,Food,19,.5,9.5
District 3,June,Food,16,1.13,18.08
District 3,June,Office supplies,4,2.97,11.88
District 3,June,Food,16,.44999999,7.1999998
District 3,June,Food,9,.37,3.3299999
District 3,June,Office supplies,2,1.13,2.26
District 3,June,Office supplies,9,.02,.17999999
District 3,July,Mentors,2,5,10
District 3,July,Food,9,.029999999,.26999998
District 3,July,Office supplies,18,2.29,41.220001
District 3,July,Office supplies,1,1.64,1.64
District 3,July,Food,20,2.77,55.400002
District 3,July,Office supplies,12,2.1199999,25.439999
District 3,July,Food,14,.89999998,12.599999
District 3,July,Office supplies,12,2.3099999,27.719999
District 3,July,Food,5,.44,2.2
District 3,July,Office supplies,20,1.17,23.4
District 3,July,Office supplies,19,.95999998,18.24
District 3,July,Office supplies,4,1.66,6.6399999
District 3,July,Office supplies,20,1.83,36.600002
District 3,July,Food,8,.050000001,.40000001
District 3,July,Office supplies,9,1.3,11.7
District 3,July,Food,16,2.26,36.16
District 3,July,Office supplies,16,1.29,20.639999
District 3,August,Mentors,2,5,10
District 3,August,Office supplies,11,.88,9.6800003
District 3,August,Food,15,1.78,26.699999
District 3,August,Office supplies,11,1.45,15.950001
District 3,August,Office supplies,15,2.8199999,42.299999
District 3,August,Food,9,1.98,17.82
District 3,August,Office supplies,15,.12,1.8
District 3,August,Food,12,1.9400001,23.280001
District 3,August,Office supplies,10,1.1,11
District 3,August,Food,13,2.0699999,26.91
District 3,August,Office supplies,3,.5,1.5
District 3,August,Food,10,2.3499999,23.5
District 3,August,Food,6,2.5899999,15.539999
District 3,August,Office supplies,3,.92000002,2.76
District 3,August,Office supplies,8,1.39,11.12
District 3,August,Food,9,.11,.99000001
District 3,August,Food,17,2.23,37.91
District 3,August,Food,3,1.91,5.73
District 3,August,Office supplies,11,1.34,14.740001
District 3,August,Food,12,.2,2.4000001
District 3,August,Office supplies,6,1.95,11.700001
District 3,August,Food,6,.19,1.14
District 3,August,Office supplies,2,.61000001,1.22
District 3,August,Food,15,1.12,16.799999
District 3,September,Mentors,2,5,10
District 3,September,Food,15,2.96,44.400002
District 3,September,Office supplies,6,2.8699999,17.219999
District 3,September,Food,5,2.74,13.7
District 3,September,Office supplies,20,1.71,34.200001
District 3,September,Food,4,2.54,10.16
District 3,September,Office supplies,12,1.73,20.76
District 3,September,Office supplies,9,2.1800001,19.620001
District 3,September,Office supplies,7,.75999999,5.3199997
District 3,September,Food,19,2.9200001,55.480003
District 3,September,Food,8,2.9300001,23.440001
District 3,September,Food,1,1.97,1.97
District 3,September,Office supplies,11,2.1600001,23.76
District 3,September,Food,12,1,12
District 3,September,Office supplies,12,1.09,13.08
District 3,September,Office supplies,20,2.01,40.200001
District 3,September,Office supplies,14,1.17,16.379999
District 3,September,Food,4,2.8,11.2
District 3,October,Mentors,2,5,10
District 3,October,Food,12,1.33,15.960001
District 3,October,Food,13,2.21,28.73
District 3,October,Office supplies,6,1.62,9.7200003
District 3,October,Office supplies,3,2.0599999,6.1799998
District 3,October,Food,1,2.3399999,2.3399999
District 3,October,Food,8,2.0999999,16.799999
District 3,October,Office supplies,8,1.35,10.8
District 3,October,Office supplies,20,.76999998,15.4
District 3,October,Food,10,2.9300001,29.300001
District 3,October,Food,16,2.4100001,38.560001
District 3,October,Office supplies,16,1.09,17.440001
District 3,October,Food,10,1.11,11.1
District 3,October,Office supplies,13,2.95,38.350002
District 3,October,Food,1,2.5899999,2.5899999
District 3,October,Office supplies,13,1.1799999,15.339999
District 3,October,Food,16,.86000001,13.76
District 3,October,Office supplies,16,1.21,19.360001
District 3,October,Office supplies,14,1.09,15.26
District 3,October,Food,9,2.74,24.66
District 3,November,Mentors,2,5,10
District 3,November,Office supplies,16,2.1300001,34.080002
District 3,November,Food,3,1.8099999,5.4299998
District 3,November,Office supplies,6,.15000001,.90000004
District 3,November,Office supplies,4,.47,1.88
District 3,November,Office supplies,19,2.48,47.119999
District 3,November,Office supplies,10,1.52,15.2
District 3,November,Food,6,.63999999,3.8399999
District 3,November,Office supplies,1,.1,.1
District 3,November,Office supplies,20,1.09,21.800001
District 3,November,Office supplies,9,1.08,9.7200003
District 3,November,Food,10,1.48,14.8
District 3,November,Office supplies,18,.38999999,7.0199995
District 3,November,Office supplies,14,.68000001,9.5200005
District 3,November,Office supplies,2,1.29,2.5799999
District 3,November,Food,3,2.8900001,8.6700001
District 3,December,Mentors,2,5,10
District 3,December,Food,19,.17,3.23
District 3,December,Food,10,2.0599999,20.599998
District 3,December,Food,15,.74000001,11.1
District 3,December,Office supplies,16,.079999998,1.28
District 3,December,Office supplies,17,2.7,45.900002
District 3,December,Food,3,2.3,6.8999996
District 3,December,Food,7,2.77,19.389999
District 3,December,Office supplies,4,.20999999,.83999997
District 3,December,Office supplies,5,2.47,12.35
District 3,December,Office supplies,7,.37,2.5900002
District 3,December,Office supplies,3,1.5700001,4.71
District 3,December,Food,5,2.3800001,11.900001
District 3,December,Food,4,1.47,5.8800001
District 3,December,Food,16,1.24,19.84
District 3,December,Food,9,.81999999,7.3800001
District 3,December,Food,11,2.1900001,24.09
District 3,December,Food,12,1.16,13.92
District 3,December,Food,11,1.0599999,11.66
District 3,December,Office supplies,14,1.47,20.58
District 3,December,Food,12,1.17,14.039999
District 3,December,Office supplies,12,1.0599999,12.719999
District 3,December,Office supplies,12,2.1099999,25.32
District 3,December,Office supplies,6,2.98,17.880001
District 4,January,Mentors,2,5,10
District 4,January,Office supplies,9,1.35,12.150001
District 4,January,Office supplies,16,2.1400001,34.240002
District 4,January,Food,12,.07,.84000003
District 4,January,Office supplies,12,2.5799999,30.959999
District 4,January,Office supplies,3,.2,.60000002
District 4,January,Office supplies,8,1.7,13.6
District 4,January,Food,9,2.22,19.98
District 4,January,Food,10,.52999997,5.2999997
District 4,January,Office supplies,7,0,0
District 4,January,Food,11,.88,9.6800003
District 4,January,Office supplies,8,.25,2
District 4,January,Office supplies,17,2.3399999,39.779999
